Количество комнат;Парковка;Стоимость;Регион;Название дома (ЖК);Лифт грузовой (кол-во);Балкон/лоджия;Тип дома;Кол-во раздельных санузлов;Ремонт;Расстояние до метро
2.0;Неизвестно;10108980;Москва;ЖК «Столичные поляны»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.9163
2.0;Неизвестно;9000450;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;10773120;Москва;ЖК «Полярная 25»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
3.0;Неизвестно;10892560;Москва;ЖК «Полярная 25»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;9232783;Москва;ЖК «Дмитровский парк»;1.0;Нет;Монолитный;2.0;Отсутсвует;1.0
2.0;Неизвестно;8818752;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
3.0;Неизвестно;7729920;Мытищи;ЖК «Ярославский»;2.0;Нет;Панельный;2.0;Отсутсвует;1.75
3.0;Неизвестно;9381000;Ленинский;ЖК «Бутово парк»;2.0;Балкон;Панельный;0.0;Отсутсвует;0.75
2.0;Неизвестно;6462750;Мытищи;ЖК «Ярославский»;1.0;Нет;Панельный;2.0;Отсутсвует;1.75
2.0;Неизвестно;7238140;Мытищи;ЖК «Ярославский»;1.0;Нет;Панельный;0.0;Отсутсвует;1.75
3.0;Неизвестно;8684800;Москва;ЖК «Саларьево парк»;1.0;Нет;Панельный;2.0;Отсутсвует;0.9163
1.0;Неизвестно;5337310;Мытищи;ЖК «Ярославский»;2.0;Нет;Панельный;0.0;Отсутсвует;1.75
2.0;Неизвестно;7458750;Москва;ЖК «Саларьево парк»;2.0;Нет;Панельный;2.0;Отсутсвует;0.9996
3.0;Неизвестно;9753120;Москва;ЖК «Саларьево парк»;1.0;Нет;Панельный;0.0;Отсутсвует;0.9163
1.0;Неизвестно;4079660;Балашихинский;ЖК «Измайловский лес»;1.0;Нет;Панельный;0.0;Отсутсвует;1.5
2.0;Неизвестно;6009840;Мытищи;ЖК «Ярославский»;1.0;Нет;Панельный;2.0;Отсутсвует;1.75
2.0;Неизвестно;5350800;Мытищи;ЖК «Ярославский»;1.0;Нет;Панельный;2.0;Отсутсвует;1.75
2.0;Неизвестно;6060960;Мытищи;ЖК «Ярославский»;2.0;Нет;Панельный;2.0;Отсутсвует;1.75
0.0;Неизвестно;2872450;Мытищи;ЖК «Ярославский»;1.0;Нет;Панельный;0.0;Отсутсвует;1.75
2.0;Неизвестно;10093230;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
2.0;Неизвестно;9791919;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
2.0;Неизвестно;9085200;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
1.0;Неизвестно;6105074;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;1.0
1.0;Неизвестно;6631360;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;1.0
3.0;Неизвестно;10746928;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
2.0;Неизвестно;9002862;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
3.0;Неизвестно;11642680;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
2.0;Неизвестно;9076470;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
2.0;Неизвестно;8363207;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
3.0;Неизвестно;11373816;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
3.0;Неизвестно;11522816;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
2.0;Неизвестно;10068982;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
1.0;Неизвестно;6218927;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;1.0
2.0;Неизвестно;8668916;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
1.0;Неизвестно;4121320;Балашихинский;ЖК «Измайловский лес»;2.0;Нет;Панельный;0.0;Отсутсвует;1.5
1.0;Неизвестно;6146190;Москва;ЖК «Саларьево парк»;1.0;Нет;Панельный;1.0;Отсутсвует;0.9996
3.0;Неизвестно;8244150;Балашихинский;ЖК «Измайловский лес»;1.0;Нет;Монолитный;0.0;Отсутсвует;1.5
2.0;Неизвестно;9605100;Москва;ЖК «Полярная 25»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
0.0;Неизвестно;4394000;Москва;ЖК «Полярная 25»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
1.0;Неизвестно;6981120;Москва;ЖК «Полярная 25»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
1.0;Неизвестно;6259010;Москва;ЖК «Столичные поляны»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.9163
3.0;Неизвестно;11851380;Москва;ЖК «Столичные поляны»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.9163
3.0;Неизвестно;11597780;Москва;ЖК «Столичные поляны»;2.0;Балкон;Монолитный;0.0;Отсутсвует;0.9163
2.0;Неизвестно;8646300;Москва;ЖК «Столичные поляны»;2.0;Балкон;Монолитный;2.0;Отсутсвует;0.9163
3.0;Неизвестно;13065390;Москва;ЖК «Полярная 25»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;9682560;Москва;ЖК «Полярная 25»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
1.0;Неизвестно;6394800;Москва;ЖК «Полярная 25»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;9550980;Москва;ЖК «Полярная 25»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9623520;Москва;ЖК «Полярная 25»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
0.0;Неизвестно;4698390;Москва;ЖК «Полярная 25»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
3.0;Неизвестно;13125520;Москва;ЖК «Полярная 25»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;9398880;Москва;ЖК «Полярная 25»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
0.0;Неизвестно;2872000;Балашихинский;ЖК «Измайловский лес»;2.0;Нет;Панельный;0.0;Отсутсвует;1.5
3.0;Неизвестно;9536800;Москва;ЖК «Михайловский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;8690700;Москва;ЖК «Михайловский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;9536800;Москва;ЖК «Михайловский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;12886630;Москва;ЖК «Михайловский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;12123047;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
3.0;Неизвестно;12256786;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
3.0;Неизвестно;11195296;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
3.0;Неизвестно;12303988;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
2.0;Неизвестно;9374548;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
2.0;Неизвестно;9374548;Москва;ЖК «Дмитровский парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;1.0
2.0;Неизвестно;7206360;Москва;ЖК «Саларьево парк»;1.0;Балкон;Панельный;1.0;Отсутсвует;0.9996
2.0;Неизвестно;6949890;Москва;ЖК «Саларьево парк»;1.0;Нет;Панельный;1.0;Отсутсвует;0.9996
2.0;Неизвестно;9989963;Москва;ЖК «Столичные поляны»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.9163
2.0;Неизвестно;9072730;Москва;ЖК «Столичные поляны»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.9163
1.0;Неизвестно;6616500;Москва;ЖК «Столичные поляны»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.9163
3.0;Неизвестно;8772190;Москва;ЖК «Саларьево парк»;2.0;Нет;Панельный;2.0;Отсутсвует;0.9163
1.0;Неизвестно;6740210;Москва;ЖК «Саларьево парк»;2.0;Балкон;Панельный;0.0;Отсутсвует;0.9996
3.0;Неизвестно;8740550;Москва;ЖК «Саларьево парк»;2.0;Нет;Панельный;2.0;Отсутсвует;0.9163
1.0;Неизвестно;4519270;Мытищи;ЖК «Ярославский»;1.0;Нет;Панельный;0.0;Отсутсвует;1.75
2.0;Неизвестно;5780950;Мытищи;ЖК «Ярославский»;1.0;Нет;Панельный;2.0;Отсутсвует;1.75
3.0;Неизвестно;12070400;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;5743920;Мытищи;ЖК «Ярославский»;2.0;Нет;Панельный;2.0;Отсутсвует;1.75
2.0;Неизвестно;6628180;Мытищи;ЖК «Ярославский»;1.0;Нет;Панельный;0.0;Отсутсвует;1.75
0.0;Неизвестно;4275840;Москва;ЖК «Саларьево парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.9996
0.0;Неизвестно;2983860;Люберецкий;ЖК «Люберцы парк»;2.0;Нет;Панельный;0.0;Отсутсвует;0.5
2.0;Неизвестно;6777400;Люберецкий;ЖК «Люберцы парк»;1.0;Нет;Панельный;2.0;Отсутсвует;0.5
2.0;Неизвестно;7129180;Москва;ЖК «Саларьево парк»;1.0;Нет;Панельный;1.0;Отсутсвует;0.9996
2.0;Неизвестно;8194251;Москва;ЖК «Саларьево парк»;1.0;Нет;Панельный;2.0;Отсутсвует;0.9996
3.0;Неизвестно;9014070;Москва;ЖК «Саларьево парк»;1.0;Нет;Панельный;2.0;Отсутсвует;0.9163
1.0;Неизвестно;5822300;Москва;ЖК «Саларьево парк»;1.0;Нет;Панельный;0.0;Отсутсвует;0.9996
3.0;Неизвестно;12854350;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;5176020;Люберецкий;ЖК «Белая Дача парк»;2.0;Нет;Панельный;2.0;Отсутсвует;0.75
1.0;Неизвестно;4536500;Люберецкий;ЖК «Белая Дача парк»;2.0;Нет;Панельный;1.0;Отсутсвует;0.75
3.0;Неизвестно;8445360;Мытищи;ЖК «Ярославский»;1.0;Нет;Панельный;0.0;Отсутсвует;1.75
3.0;Неизвестно;7309610;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;2.0;Отсутсвует;1.25
2.0;Неизвестно;8989660;Москва;ЖК «Римского-Корсакова 11»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.75
2.0;Неизвестно;9220460;Москва;ЖК «Римского-Корсакова 11»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.75
0.0;Неизвестно;4665264;Москва;ЖК «Римского-Корсакова 11»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.75
1.0;Неизвестно;7583520;Москва;ЖК «Римского-Корсакова 11»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.75
1.0;Неизвестно;4505700;Мытищи;ЖК «Ярославский»;2.0;Нет;Панельный;0.0;Отсутсвует;1.75
3.0;Неизвестно;7934880;Мытищи;ЖК «Ярославский»;2.0;Нет;Панельный;2.0;Отсутсвует;1.75
2.0;Неизвестно;6796620;Мытищи;ЖК «Ярославский»;2.0;Нет;Панельный;2.0;Отсутсвует;1.75
3.0;Неизвестно;7128810;Мытищи;ЖК «Ярославский»;1.0;Нет;Панельный;2.0;Отсутсвует;1.75
2.0;Неизвестно;6451840;Мытищи;ЖК «Ярославский»;2.0;Нет;Панельный;2.0;Отсутсвует;1.75
2.0;Неизвестно;6642000;Мытищи;ЖК «Ярославский»;1.0;Нет;Панельный;2.0;Отсутсвует;1.75
2.0;Неизвестно;6678300;Мытищи;ЖК «Ярославский»;1.0;Нет;Панельный;2.0;Отсутсвует;1.75
1.0;Неизвестно;5005770;Мытищи;ЖК «Ярославский»;2.0;Нет;Панельный;0.0;Отсутсвует;1.75
2.0;Неизвестно;6425350;Мытищи;ЖК «Ярославский»;2.0;Нет;Панельный;2.0;Отсутсвует;1.75
2.0;Неизвестно;9024280;Москва;ЖК «Римского-Корсакова 11»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.75
1.0;Неизвестно;6234840;Москва;ЖК «Саларьево парк»;2.0;Нет;Панельный;0.0;Отсутсвует;0.9996
3.0;Неизвестно;10021500;Москва;ЖК «Саларьево парк»;1.0;Нет;Панельный;2.0;Отсутсвует;0.9996
3.0;Неизвестно;10052940;Москва;ЖК «Саларьево парк»;1.0;Нет;Панельный;2.0;Отсутсвует;0.9163
2.0;Неизвестно;7334250;Москва;ЖК «Саларьево парк»;1.0;Нет;Панельный;2.0;Отсутсвует;0.9996
2.0;Неизвестно;4400000;Москва;ЖК «Марьино Град»;0.0;Нет;Кирпичный;1.0;Отсутсвует;100.0
1.0;подземная;5100000;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;1.4161
1.0;Неизвестно;4400000;Москва;ЖК «Кленовые Аллеи»;1.0;Нет;Монолитный;0.0;Отсутсвует;2.75
2.0;Неизвестно;11950000;Москва;Неизвестно;1.0;Нет;Кирпичный;1.0;Косметический;1.2495
1.0;Неизвестно;3090000;Балашихинский;ЖК «Новоград Павлино»;1.0;Нет;Монолитный;0.0;Отсутсвует;3.75
1.0;Неизвестно;3150000;Балашихинский;ЖК «Новоград Павлино»;1.0;Нет;Монолитный;0.0;Отсутсвует;3.75
2.0;подземная;10229250;Москва;ЖК «Вестердам»;2.0;Нет;Монолитный;1.0;Отсутсвует;1.25
1.0;подземная;10150000;Москва;ЖК «LIFE-Ботанический сад»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.2499
2.0;Неизвестно;5700000;Ленинский;ЖК «Зелёные аллеи»;0.0;Нет;Монолитный;1.0;Отсутсвует;2.25
1.0;Неизвестно;7048439;Москва;ЖК «Талисман на Дмитровском»;2.0;Балкон;Монолитный;0.0;Отсутсвует;0.1666
0.0;Неизвестно;3211650;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
2.0;Неизвестно;4396320;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
2.0;Неизвестно;5257800;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
0.0;Неизвестно;3087750;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
0.0;Неизвестно;3284100;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
2.0;Неизвестно;4559940;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
2.0;Неизвестно;4715100;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
2.0;Неизвестно;4834380;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
3.0;Неизвестно;6404940;Королев;ЖК «Парад планет»;1.0;Нет;Монолитный;2.0;Отсутсвует;4.75
1.0;Неизвестно;3892980;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
2.0;Неизвестно;5019620;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
0.0;Неизвестно;3132500;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
2.0;Неизвестно;4926240;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
2.0;Неизвестно;4551300;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
2.0;Неизвестно;4524000;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
2.0;Неизвестно;5280400;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
3.0;Неизвестно;6851740;Королев;ЖК «Парад планет»;1.0;Нет;Монолитный;2.0;Отсутсвует;4.75
1.0;Неизвестно;4125950;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
2.0;Неизвестно;5747500;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
1.0;Неизвестно;3924450;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
1.0;Неизвестно;3741780;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
3.0;Неизвестно;7144900;Королев;ЖК «Парад планет»;1.0;Нет;Монолитный;2.0;Отсутсвует;4.75
2.0;Неизвестно;4895400;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
2.0;Неизвестно;4670240;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
2.0;Неизвестно;4692700;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
2.0;Неизвестно;5510000;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
1.0;Неизвестно;3984300;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
1.0;Неизвестно;3731780;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
3.0;Неизвестно;7107360;Королев;ЖК «Парад планет»;1.0;Нет;Монолитный;2.0;Отсутсвует;4.75
1.0;Неизвестно;3761760;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
1.0;Неизвестно;3700770;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
2.0;Неизвестно;4317750;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
2.0;Неизвестно;4839730;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
1.0;Неизвестно;3479000;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
1.0;Неизвестно;3723340;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
2.0;Неизвестно;4282060;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
2.0;Неизвестно;4606490;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
2.0;Неизвестно;4261460;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;1.0;Отсутсвует;4.75
1.0;Неизвестно;3660930;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
1.0;Неизвестно;3422800;Королев;ЖК «Парад планет»;2.0;Нет;Монолитный;0.0;Отсутсвует;4.75
2.0;подземная;12675960;Москва;ЖК «Wellton Towers»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.75
2.0;подземная;11828500;Москва;ЖК «Wellton Towers»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.75
3.0;подземная;23467000;Москва;ЖК «Аалто»;0.0;Нет;Монолитный;1.0;Отсутсвует;0.5
3.0;подземная;21195000;Москва;ЖК «Аалто»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.5
3.0;подземная;20755200;Москва;ЖК «Аалто»;0.0;Нет;Монолитный;1.0;Отсутсвует;0.5
3.0;подземная;21180600;Москва;ЖК «Аалто»;0.0;Нет;Монолитный;1.0;Отсутсвует;0.5
2.0;подземная;15951500;Москва;ЖК «Аалто»;0.0;Нет;Монолитный;1.0;Отсутсвует;0.5
2.0;подземная;14208000;Москва;ЖК «Аалто»;0.0;Балкон;Монолитный;0.0;Отсутсвует;0.5
2.0;подземная;14634000;Москва;ЖК «Аалто»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;подземная;15336000;Москва;ЖК «Аалто»;0.0;Нет;Монолитный;1.0;Отсутсвует;0.5
2.0;подземная;14987500;Москва;ЖК «Аалто»;0.0;Нет;Монолитный;1.0;Отсутсвует;0.5
2.0;подземная;15647500;Москва;ЖК «Аалто»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;подземная;15151000;Москва;ЖК «Аалто»;0.0;Нет;Монолитный;1.0;Отсутсвует;0.5
1.0;подземная;13200000;Москва;ЖК «Аалто»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;подземная;15818200;Москва;ЖК «Аалто»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.5
1.0;подземная;13680000;Москва;ЖК «Аалто»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;подземная;7564800;Москва;ЖК «Румянцево-Парк»;0.0;Нет;Монолитный;1.0;Отсутсвует;1.5
2.0;подземная;8901700;Москва;ЖК «Румянцево-Парк»;0.0;Нет;Монолитный;0.0;Отсутсвует;1.5
2.0;подземная;9523900;Москва;ЖК «Румянцево-Парк»;0.0;Нет;Монолитный;1.0;Отсутсвует;1.5
4.0;подземная;12329900;Москва;ЖК «Румянцево-Парк»;0.0;Нет;Монолитный;0.0;Отсутсвует;1.5
2.0;Неизвестно;4970000;Москва;ЖК «Марьино Град»;0.0;Нет;Монолитный;0.0;Отсутсвует;5.0
0.0;Неизвестно;4100000;Москва;ЖК «Остафьево»;0.0;Балкон;Панельный;0.0;Отсутсвует;2.5
2.0;подземная;9996800;Москва;ЖК «Вестердам»;2.0;Нет;Монолитный;1.0;Отсутсвует;1.25
2.0;подземная;10014400;Москва;ЖК «Вестердам»;2.0;Нет;Монолитный;1.0;Отсутсвует;1.25
1.0;Неизвестно;3800000;Щелковский;ЖК «Заречная 4»;1.0;Нет;Монолитный;0.0;Отсутсвует;7.5
1.0;Неизвестно;12100000;Москва;ЖК «Царская площадь»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5831
1.0;Неизвестно;900000;Раменский;Неизвестно;0.0;Нет;Неизвестно;0.0;Косметический;5.0
2.0;Неизвестно;2999999;Истра;ЖК «Малая Истра»;0.0;Лоджия;Неизвестно;1.0;Без ремонта;100.0
1.0;подземная;6800000;Москва;ЖК «Домашний»;3.0;Нет;Монолитный;0.0;Отсутсвует;2.1658
1.0;подземная;7636390;Москва;ЖК «Селигер Сити»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.2499
1.0;Неизвестно;8250000;Москва;ЖК «Скандинавия»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
2.0;Наземная;4900000;Солнечногорск;ЖК «Поварово-Молодежный»;1.0;Балкон;Кирпичный;1.0;Отсутсвует;100.0
1.0;подземная;10227201;Москва;ЖК «SREDA»;1.0;Нет;Монолитный;0.0;Отсутсвует;1.0829
3.0;подземная;9990600;Москва;ЖК «Румянцево-Парк»;0.0;Нет;Монолитный;0.0;Отсутсвует;1.5
3.0;подземная;10064300;Москва;ЖК «Румянцево-Парк»;0.0;Нет;Монолитный;0.0;Отсутсвует;1.5
0.0;Неизвестно;3750000;Москва;ЖК «Москвичка»;1.0;Нет;Монолитный;1.0;Отсутсвует;0.4165
2.0;Наземная;25500000;Москва;Неизвестно;2.0;Нет;Монолитный;2.0;Дизайнерский;1.1662
2.0;Неизвестно;7700000;Москва;ЖК «Москва А101»;0.0;Нет;Монолитно-кирпичный;0.0;Без ремонта;3.75
3.0;подземная;25855635;Москва;ЖК «Серебряный парк»;0.0;Нет;Монолитный;1.0;Отсутсвует;0.75
1.0;подземная;12297508;Москва;ЖК «Серебряный парк»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.75
2.0;Неизвестно;9761400;Москва;ЖК «balance»;1.0;Нет;Монолитный;2.0;Отсутсвует;100.0
1.0;Неизвестно;3342465;Балашихинский;ЖК «Столичный»;1.0;Балкон;Монолитный;0.0;Отсутсвует;3.0
1.0;Неизвестно;2112495;Балашихинский;ЖК «Столичный»;1.0;Балкон;Монолитный;0.0;Отсутсвует;3.0
2.0;подземная;6759889;Москва;ЖК «Скандинавия»;1.0;Нет;Монолитный;1.0;Отсутсвует;0.75
3.0;подземная;9767680;Москва;ЖК «Скандинавия»;1.0;Нет;Монолитный;1.0;Отсутсвует;0.75
3.0;подземная;9381015;Москва;ЖК «Скандинавия»;1.0;Нет;Монолитный;1.0;Отсутсвует;0.75
1.0;подземная;5600249;Москва;ЖК «Скандинавия»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.75
1.0;Неизвестно;8957520;Химки;ЖК «Олимпийская деревня Новогорск. Курорт»;1.0;Нет;Монолитный;0.0;Отсутсвует;100.0
1.0;Неизвестно;13209000;Москва;ЖК «Западный порт»;1.0;Балкон;Монолитный;1.0;Отсутсвует;0.4998
1.0;Наземная;3610000;Химки;ЖК «Экоград на Микояна»;1.0;Нет;Монолитный;0.0;Отсутсвует;5.25
1.0;Неизвестно;7396044;Москва;ЖК «Талисман на Дмитровском»;2.0;Балкон;Монолитный;0.0;Отсутсвует;0.1666
2.0;Неизвестно;10215232;Москва;ЖК «Талисман на Дмитровском»;2.0;Балкон;Монолитный;2.0;Отсутсвует;0.1666
2.0;Неизвестно;9735716;Москва;ЖК «Талисман на Дмитровском»;2.0;Балкон;Монолитный;2.0;Отсутсвует;0.1666
1.0;Неизвестно;7550380;Москва;ЖК «Талисман на Дмитровском»;2.0;Балкон;Монолитный;0.0;Отсутсвует;0.1666
2.0;Неизвестно;9848922;Москва;ЖК «Талисман на Дмитровском»;2.0;Балкон;Монолитный;2.0;Отсутсвует;0.1666
1.0;подземная;7783750;Москва;ЖК «Метрополия»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.4165
1.0;Наземная;4156555;Химки;ЖК «Rafinad»;1.0;Нет;Монолитный;0.0;Отсутсвует;4.25
1.0;Наземная;3910874;Химки;ЖК «Rafinad»;1.0;Нет;Монолитный;0.0;Отсутсвует;4.25
0.0;Неизвестно;3990000;Москва;ЖК «Москвичка»;1.0;Нет;Монолитный;1.0;Отсутсвует;0.4165
2.0;Неизвестно;6691263;Москва;ЖК «Остафьево»;0.0;Нет;Монолитный;1.0;Отсутсвует;1.5
3.0;Наземная;5827500;Балашихинский;ЖК «Новоград Павлино»;1.0;Балкон;Монолитный;0.0;Отсутсвует;2.75
2.0;подземная;7500000;Москва;ЖК «Москвичка»;1.0;Балкон;Монолитный;2.0;Без ремонта;3.0
1.0;Неизвестно;5229450;Москва;ЖК «Царицыно-2»;0.0;Нет;Монолитный;0.0;Отсутсвует;2.5
1.0;Неизвестно;6350000;Москва;ЖК «FoRest»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.4165
1.0;Неизвестно;5150000;Москва;ЖК «Новое Бутово»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.9163
0.0;Неизвестно;5000000;Москва;ЖК «Городские истории (Рассказовка)»;0.0;Нет;Монолитный;0.0;Отсутсвует;0.4165
